id	kind	layer	stage	raw_class	in_degree	out_degree	producers	consumers	flags	path	label	notes
data/kataster/KAT_DKM_Vorarlberg_SHP_20221001.zip	file	raw	input	raw	1	0	0	1	true_raw	data/kataster/KAT_DKM_Vorarlberg_SHP_20221001.zip	KAT_DKM_Vorarlberg_SHP_20221001.zip	[frag_B] Gleiches dynamisches Scan-Muster wie Burgenland-ZIP (export_at_dkm_geoparquet.py:517-535). | [frag_C] BEV DKM Vorarlberg (README §4.1). Ref: export_at_dkm_geoparquet.py:107
data/kataster/KAT_DKM_Wien_SHP_20221001.zip	file	raw	input	raw	1	0	0	1	true_raw	data/kataster/KAT_DKM_Wien_SHP_20221001.zip	KAT_DKM_Wien_SHP_20221001.zip	[frag_B] Gleiches dynamisches Scan-Muster wie Burgenland-ZIP (export_at_dkm_geoparquet.py:517-535). | [frag_C] BEV DKM Wien (README §4.1). Ref: export_at_dkm_geoparquet.py:112
data/luca_zonen/Sbg.shp	file	raw	input	manual	1	0	0	1	true_raw	data/luca_zonen/Sbg.shp	Sbg Vorrangzonen (handdigitalisiert)	[frag_A] wie Stmk.shp, key=Sbg. | [frag_C] 6 Dateien, Muster Sbg.{shp,shx,dbf,prj,cpg,qmd}, handdigitalisiert, NICHT reproduzierbar (README §0.1). Ref: windkraft/calc/wind_zones.py:32, band_manifest.py:260, --vorrangzonen-dir Default data/luca_zonen
data/luca_zonen/Stmk.shp	file	raw	input	manual	1	0	0	1	true_raw	data/luca_zonen/Stmk.shp	Stmk Vorrang-/Eignungszonen (handdigitalisiert)	[frag_A] ueber --vorrangzonen-dir (Default data/luca_zonen) + wind_zones.WIND_ZONE_SOURCES key=Stmk. | [frag_C] 6 Dateien, Muster Stmk.{shp,shx,dbf,prj,cpg,qmd}, handdigitalisiert, NICHT reproduzierbar (README §0.1). Ref: windkraft/calc/wind_zones.py:32, band_manifest.py:260
data/naturschutzgebiete/SG_AT_2024_v_April_Stand_3_April_2024.zip	file	raw	input	raw	2	0	0	1	true_raw	data/naturschutzgebiete/SG_AT_2024_v_April_Stand_3_April_2024.zip	SG_AT_2024_v_April_Stand_3_April_2024.zip	[frag_A] ZIP mit SG_AT_2024_v_April.gpkg, Layer NP/NSG/ESG/RAMSAR_AT_2024 -> nature_protection_areas. | [frag_C] Naturschutzgebiete, Umweltbundesamt/DORIS (README §2). Ref: config.json:11, band_manifest.py:235 | [frag_D] gelesen abschichtung_common.py:1165-1178 via zipfile.extract + gpd.read_file | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §2: Umweltbundesamt/DORIS OGD, Neu beschaffbar: ja, eingeschraenkt.
data/new_widmungs_data/kaernten/flawi_ktn_gpkg.zip	file	raw	input	raw	2	0	0	2	true_raw	data/new_widmungs_data/kaernten/flawi_ktn_gpkg.zip	Flächenwidmung Kärnten (ZIP)	[frag_A] Wird lokal in _cache/flawi_ktn_gpkg.gpkg extrahiert (Performance). | [frag_C] Flächenwidmung Kärnten, KAGIS (README §3.3). Ref: widmung_sources.py:67,286, band_manifest.py:270 | [frag_D] gelesen widmung_sources.py:391-396 (_ensure_ktn_gpkg, dann als GPKG-Cache extrahiert) | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.3: Land Kaernten, KAGIS OGD.
data/new_widmungs_data/niederoesterreich/RRU_WI_HUELLE.gpkg	file	raw	input	raw	2	0	0	2	true_raw	data/new_widmungs_data/niederoesterreich/RRU_WI_HUELLE.gpkg	NÖ Flächenwidmung RRU_WI_HUELLE	[frag_A] WI_ART-Spalte -> noe_wohn/noe_hofstelle/noe_camping/noe_kleingarten. | [frag_C] Flächenwidmung NÖ, NÖ Atlas (README §3.3). Ref: widmung_sources.py:74,245,412 | [frag_D] gelesen widmung_sources.py:412 | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.3: Amt der NOE Landesregierung, NOE Atlas OGD.
data/new_widmungs_data/oberoesterreich/FLWI_WIDMUNGEN_F.zip	file	raw	input	raw	2	0	0	2	true_raw	data/new_widmungs_data/oberoesterreich/FLWI_WIDMUNGEN_F.zip	Flächenwidmung Oberösterreich (ZIP)	[frag_A] KENNZAHL-Spalte. | [frag_C] Flächenwidmung OÖ, DORIS, CC-BY 4.0 (README §3.3). Ref: widmung_sources.py:80,255, band_manifest.py:280 | [frag_D] gelesen widmung_sources.py:414 via zip:// | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.3: Land OOE, DORIS, CC-BY 4.0.
data/new_widmungs_data/salzburg/Flaechenwidmung_Shapefile.zip	file	raw	input	raw	2	0	0	2	true_raw	data/new_widmungs_data/salzburg/Flaechenwidmung_Shapefile.zip	Flaechenwidmung_Shapefile.zip	[frag_A] Typname-Spalte. | [frag_C] Flächenwidmung Salzburg, SAGIS (README §3.3). Ref: widmung_sources.py:86,298, band_manifest.py:285 | [frag_D] gelesen widmung_sources.py:416 via zip:// | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.3: Land Salzburg, SAGIS OGD.
data/new_widmungs_data/steiermark/Bauland.zip	file	raw	input	raw	2	0	0	2	true_raw	data/new_widmungs_data/steiermark/Bauland.zip	Stmk Bauland (wohn/misch/industrie)	[frag_A] KATEGO/GRUPPE_4-Spalten. | [frag_C] Flächenwidmung Steiermark Wohn/Misch/Industrie (README §3.3). Ref: scripts/widmung_v2/01_build_official_zoning_layers.py:27,31, band_manifest.py:290 | [frag_D] gelesen widmung_sources.py:418 via zip:// | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.3: Land Steiermark OGD.
data/new_widmungs_data/tirol	dir	raw	input	manual	1	0	0	1		data/new_widmungs_data/tirol	Flächenwidmung Tirol (Verzeichnis, Glob FLW_Flaechenwidmung_*.gpkg)	[frag_D] widmung_sources.py:400-403 _tirol_gpkg() wirft FileNotFoundError wenn kein Match
data/new_widmungs_data/tirol/FLW_Flaechenwidmung_*.gpkg	file	raw	input	manual	1	0	0	1	true_raw	data/new_widmungs_data/tirol/FLW_Flaechenwidmung_*.gpkg	Tirol Flächenwidmung (Glob-Pattern)	[frag_A] _tirol_gpkg() nimmt das erste sortierte Match des Glob-Patterns.
data/new_widmungs_data/tirol/FLW_Flaechenwidmung_270349538825189369.gpkg	file	raw	input	raw	0	0	0	0		data/new_widmungs_data/tirol/FLW_Flaechenwidmung_270349538825189369.gpkg	FLW_Flaechenwidmung_270349538825189369.gpkg	[frag_C] Flächenwidmung Tirol, tiris, CC-BY 4.0 (README §3.3). Ref: widmung_sources.py:104,400,422 via Glob 'FLW_Flaechenwidmung_*.gpkg' (voller Name nicht wörtlich im Code, aber gematcht)
data/new_widmungs_data/vorarlberg/fwp_flaeche.gpkg	file	raw	input	raw	2	0	0	2	true_raw	data/new_widmungs_data/vorarlberg/fwp_flaeche.gpkg	Flächenwidmung Vorarlberg	[frag_A] wi_em_txt-Spalte (Freitext, Regex-Matching). | [frag_C] Flächenwidmung Vorarlberg, VoGIS (README §3.3). Ref: widmung_sources.py:111,326, band_manifest.py:300 | [frag_D] gelesen widmung_sources.py:424 | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.3: Land Vorarlberg, VoGIS OGD.
data/new_widmungs_data/wien/genflwidmung_wien.geojson	file	raw	input	raw	2	0	0	2	true_raw	data/new_widmungs_data/wien/genflwidmung_wien.geojson	Wien generalisierte Flächenwidmung (WFS GENFLWIDMUNGOGD)	[frag_A] Seit 2026-07-29; ersetzt frueheren Wien-Vollausschluss. | [frag_C] Flächenwidmung Wien, WFS ogdwien:GENFLWIDMUNGOGD, manueller curl (README §3.3). Ref: widmung_sources.py:122,426, band_manifest.py:305 | [frag_D] gelesen widmung_sources.py:426 | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.3: Stadt Wien WFS ogdwien:GENFLWIDMUNGOGD, manuell per curl bezogen -- Bytes selbst unveraendert extern; manueller Bezugsweg begruendet keine manual-Klassifikation (Regel: manual = haendisch ERSTELLT).
data/nö_zonierung/TeilC_3_2_Karte_Mindestabstandszonen_A0_20240402.pdf	file	raw	input	raw	3	0	0	3	true_raw	data/nö_zonierung/TeilC_3_2_Karte_Mindestabstandszonen_A0_20240402.pdf	TeilC_3_2_Karte_Mindestabstandszonen_A0_20240402.pdf	[frag_B] GeoPDF mit GPTS-Georeferenzierung und Vektor-Füllflächen. | [frag_C] NÖ-SekROP Mindestabstandszonen-Karte, nur Precondition für pdf_750m (README §3.2). Ref: scripts/noe/align_pdf_shapefile.py:30, band_manifest.py:240 | [frag_D] gelesen noe/pdf_align.py:44-45,66-72,105 (fitz.open); stiller Fallback auf Literal-Koordinaten bei get_gpts_latlon_mindestabstand() | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.2: Amt der NOE Landesregierung, Neu beschaffbar: ja, eingeschraenkt -- extern bezogener Kartenscan, unveraendert.
data/osm_power_lines.gpkg	file	raw	input	derived_elsewhere	2	0	0	1	external_input,verified_dead	data/osm_power_lines.gpkg	OSM Stromleitungen (GPKG)	[frag_A] Fallback fuer power_380_400kv wenn kein OSM-PBF vorhanden; Band seit Clean-Schema ohnehin nicht mehr in v2-Output. | [frag_C] Export aus OSM-PBF, kein Repo-Skript dafür gefunden (README §2, 'Export aus OSM-PBF' ohne Bezugsweg). Band seit Clean-38 nicht mehr ausgegeben. Ref: config.json:14, abschichtung_common.py~934 | [frag_D] gelesen abschichtung_common.py:972 read_layer(power_path,...) - nur Fallback-Zweig | RAW_CLASS-ENTSCHEIDUNG: derived_elsewhere. data/README.md §2: 'abgeleitet aus Geofabrik-OSM ... (Export aus OSM-PBF)'; per docs/MIGRATION_MAP.tsv als Hardlink aus windkraft_ö_karten/data/ uebernommen -- die vorliegenden Bytes stammen aus einem Export im Alt-Projekt, nicht aus einem Lauf in diesem Repo -- derived_elsewhere (kein Handprodukt, daher nicht manual). | FAKTENCHECK verified_dead: nur im Nicht-PBF-Zweig gelesen (abschichtung_common.py:966-973), der nie eintritt (siehe cfg:paths.osm_dir); zusaetzlich existiert das Band power_380_400kv im aktuellen 38-Band-TIF nicht mehr. Doppelt tot.
data/windkraftzonen_shapefile_2024.json	file	raw	input	raw	0	0	0	0	verified_dead	data/windkraftzonen_shapefile_2024.json	windkraftzonen_shapefile_2024.json	[frag_C] verwaist bzgl. Code: WFS-Export, near-Duplikat von zonierung_noe.json (11 Byte timeStamp-Diff, README §3.1); von KEINEM .py-Skript gelesen, nur in docs/MIGRATION_MAP.tsv:55, docs/FOLLOWUPS.md:36 erwähnt | FAKTENCHECK verified_dead: keine Referenz im Code (siehe auch data/README.md §3.1/§7 -- Naheduplikat von zonierung_noe.json, von keinem Skript der Referenzkette gelesen).
data/zonierung_noe.json	file	raw	input	raw	1	0	0	1	true_raw	data/zonierung_noe.json	Amtliche NÖ-Windkraftzonierung (71 Zonen)	[frag_A] Default fuer --official-zoning-geojson; official_wind_zoning Referenzband. | [frag_C] amtliche NÖ-Zonierung (WFS), data.gv.at, 71 Zonen (README §3.1). Ref: scripts/widmung_v2/04_create_distance_zones.py:363 (Default --official-zoning-geojson) | RAW_CLASS-ENTSCHEIDUNG: raw. data/README.md §3.1: WFS-Export von data.gv.at (LGBl. 47/2024), Neu beschaffbar: ja -- unveraenderter externer Datenexport, keine Handdigitalisierung wie bei luca_zonen (§0.1).
docs/FOLLOWUPS.md	file	code	downstream	code	0	0	0	0	terminal_product	docs/FOLLOWUPS.md	FOLLOWUPS.md	"[frag_F] Dokumentiert selbst bereits den toten Entry Point (Zeile 129: ""windkraft.__main__:main zeigt ins Leere, windkraft/__main__.py wurde ..."")."
docs/RUN1_VERGLEICH.md	file	output	downstream	derived_elsewhere	0	2	0	0	terminal_product	docs/RUN1_VERGLEICH.md	RUN1_VERGLEICH.md	[frag_E] manuell/von Agent nach Kettenlauf verfasster Vergleichsbericht Referenz-TIF vs run1-TIF; KEIN Skript im Repo schreibt diese Datei; erwähntes run_chain.sh existiert nicht im Repo; kein Konsument (nur von Menschen gelesen)
docs/analysis/streusiedlung_knee.py	script	code	downstream	code	0	3	0	0	dead_end,unreachable	docs/analysis/streusiedlung_knee.py	streusiedlung_knee.py (docs/analysis)	[frag_E] liest zoning_vectors/, output/noe/, kataster/geoparquet; würde output/analysis/streusiedlung_sweep/ schreiben - Ordner existiert nicht in output/; lauffähiges Analyseskript, kein reines Doku-Markdown
docs/widmung_v2_provenance.md	file	output	downstream	derived_elsewhere	0	0	0	0	terminal_product	docs/widmung_v2_provenance.md	widmung_v2_provenance.md	[frag_E] manuell verfasste Provenienz-Doku der gesamten v2-Kette inkl. Pfadtabellen; kein Skript schreibt sie
layer:airport_area_major	layer	intermediate	stage3	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/airport_area_major.tif	airport_area_major	[frag_A] Areal der Hauptflughaefen (config buffers.major_airport_osm_ids), ohne Zusatzpuffer.
layer:airport_runway_corridor_5km	layer	intermediate	stage3	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/airport_runway_corridor_5km.tif	airport_runway_corridor_5km	[frag_A] 5km An-/Abflugkorridore der Hauptflughaefen, ±15° um verlaengerte Bahnachse.
layer:bewohnt_einzellage_source	layer	intermediate	stage2	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/bewohnt_einzellage_source.tif	bewohnt_einzellage_source	[frag_A] Bewohnte Huellen UNTER der Adress-Schwelle (Politikentscheidung Juli 2026: Gebiets- statt Einzelobjektschutz).
layer:cableway_buildings_buffer	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/cableway_buildings_buffer.tif	cableway_buildings_buffer	[frag_A] 50m um cableway_buildings_source.
layer:cableway_buildings_source	layer	intermediate	stage3	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/cableway_buildings_source.tif	cableway_buildings_source	[frag_A] OSM-Gebaeude nahe einer Aerialway-Linie (Liftstationen).
layer:cableway_people_150m	layer	intermediate	stage3	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/cableway_people_150m.tif	cableway_people_150m	[frag_A] 150m um Personenseilbahnen.
layer:ferienhaus_tourismus_source	layer	intermediate	stage2	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/ferienhaus_tourismus_source.tif	ferienhaus_tourismus_source	[frag_A] Ferienhaus-/Tourismuswidmung (category=ferienhaus_tourismus).
layer:general_buildings_buffer	layer	intermediate	stage4	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/general_buildings_buffer.tif	general_buildings_buffer	[frag_A] 25m um general_buildings_source.
layer:general_buildings_source	layer	intermediate	stage3	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/general_buildings_source.tif	general_buildings_source	[frag_A] Uebrige OSM-Gebaeude PLUS bewohnte Einzellagen PLUS NÖ-Streusiedlungs-Bauflaechen (dkm_footprints).
layer:geography_elevation_too_high	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/geography_elevation_too_high.tif	geography_elevation_too_high	[frag_A] Seehoehe > Schwelle.
layer:geography_slope_too_steep	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/geography_slope_too_steep.tif	geography_slope_too_steep	[frag_A] Hangneigung > Schwelle.
layer:geography_water_bodies	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/geography_water_bodies.tif	geography_water_bodies	[frag_A] Groessere zusammenhaengende Wasserkoerper >= WATER_MIN_AREA_HA.
layer:geography_wind_too_low	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/geography_wind_too_low.tif	geography_wind_too_low	[frag_A] Windleistungsdichte < Schwelle.
layer:haeuser_im_gruenen	layer	intermediate	stage4	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/haeuser_im_gruenen.tif	haeuser_im_gruenen	[frag_A] Aggregat: 750m um (ferienhaus|widmung|streusiedlung), vereinigt mit haeuser_im_gruenen_noe_pdf (ungepuffert).
layer:haeuser_im_gruenen_ferienhaus	layer	intermediate	stage4	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/haeuser_im_gruenen_ferienhaus.tif	haeuser_im_gruenen_ferienhaus	[frag_A] Umbenennung von ferienhaus_tourismus_source (kein NÖ-Ausschluss).
layer:haeuser_im_gruenen_noe_pdf	layer	intermediate	stage4	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/haeuser_im_gruenen_noe_pdf.tif	haeuser_im_gruenen_noe_pdf	[frag_A] Umbenennung von noe_pdf_750m_zones (schon 750m, ungepuffert).
layer:haeuser_im_gruenen_streusiedlung	layer	intermediate	stage4	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/haeuser_im_gruenen_streusiedlung.tif	haeuser_im_gruenen_streusiedlung	[frag_A] hig_hulls_source OHNE NÖ.
layer:haeuser_im_gruenen_widmung	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/haeuser_im_gruenen_widmung.tif	haeuser_im_gruenen_widmung	[frag_A] official_hig_source OHNE NÖ (dort traegt die PDF-Gruenland-Klasse den Abstand).
layer:hig_hulls_source	layer	intermediate	stage2	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/hig_hulls_source.tif	hig_hulls_source	[frag_A] Streusiedlungs-Huellen: bewohnt UND >= HIG_MIN_ADRESSEN adressierte Objekte (200m-Verkettung).
layer:military_restricted_area	layer	intermediate	stage3	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/military_restricted_area.tif	military_restricted_area	[frag_A] Militaerische Sperrgebiete, ohne Zusatzpuffer.
layer:nature_protection_areas	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/nature_protection_areas.tif	nature_protection_areas	[frag_A] Amtliche Schutzgebiete (NP/NSG/ESG/RAMSAR).
layer:noe_pdf_750m_zones	layer	intermediate	stage2	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/noe_pdf_750m_zones.tif	noe_pdf_750m_zones	[frag_A] Union der 3 SekROP-750m-Klassen; BEREITS Objekt+750m, wird nicht nachgepuffert.
layer:noe_pdf_hig_source	layer	intermediate	stage2	derived_in_repo	1	0	1	0	dead_end,unused,verified_dead	output/abschichtung_widmung_v2/distance_layers/noe_pdf_hig_source.tif	noe_pdf_hig_source.tif	[frag_A] GESCHRIEBEN von 02 (SOURCE_LAYER_NAMES + Rueckgabedict), aber NIE wieder gelesen: fehlt in 04s REQUIRED_SOURCE_LAYERS und in 03s OFFICIAL_COVER_LAYERS; repo-weiter grep ausserhalb der Schreibstelle liefert 0 Treffer. Der 750m-Beitrag von NÖ laeuft stattdessen ausschliesslich ueber noe_pdf_750m_zones (Kanal 1) bzw. hig_hulls_source (Kanal 2, nur 25m via general_buildings_source). | [frag_E] laut docs/widmung_v2_provenance.md:152 'derzeit von niemandem gelesen'; 04_create_distance_zones.py REQUIRED_SOURCE_LAYERS (Z.210-226) referenziert diesen Namen NICHT -> echte Sackgasse trotz Erzeuger im Repo | FAKTENCHECK verified_dead: erzeugt (von 02_build_hig_sources.py geschrieben), aber OFFICIAL_COVER_LAYERS (03_build_osm_layers.py:78-85) liest noe_pdf_750m_zones stattdessen; docs/widmung_v2_provenance.md:104-106 bestaetigt 'von niemandem gelesen'.
layer:nonresidential_hulls_buffer	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/nonresidential_hulls_buffer.tif	nonresidential_hulls_buffer	[frag_A] 25m um nonresidential_hulls_source.
layer:nonresidential_hulls_source	layer	intermediate	stage2	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/nonresidential_hulls_source.tif	nonresidential_hulls_source	[frag_A] Industriegebietartige + unbewohnte Huellen.
layer:official_hig_source	layer	intermediate	stage2	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/distance_layers/official_hig_source.tif	official_hig_source	[frag_A] Amtliche HiG-Widmung ohne Ferienhaus (Hofstelle/Camping/Golf/Kleingarten/...).
layer:official_settlement_source	layer	intermediate	stage2	derived_in_repo	4	0	1	3		output/abschichtung_widmung_v2/distance_layers/official_settlement_source.tif	official_settlement_source	[frag_A] Amtliches Wohn-/Mischbauland, alle 9 BL (aus wohn_misch_combined.gpkg).
layer:official_wind_zoning	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/official_wind_zoning.tif	official_wind_zoning	[frag_A] Referenzband: NÖ-Zonierung + Stmk/Sbg/Bgld/Ktn amtliche Windzonen (Positivzonen), kein Ausschluss.
layer:osm_nature_protection_areas	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/osm_nature_protection_areas.tif	osm_nature_protection_areas	[frag_A] OSM-Schutzgebiete (Text-/Tag-Heuristik).
layer:rail_main	layer	intermediate	stage3	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/rail_main.tif	rail_main	[frag_A] 150m um Hauptbahn, tunnelfrei.
layer:road_federal_state	layer	intermediate	stage3	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/road_federal_state.tif	road_federal_state	[frag_A] 150m um Bundes-/Landesstrasse, tunnelfrei.
layer:road_motorway_trunk	layer	intermediate	stage3	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/road_motorway_trunk.tif	road_motorway_trunk	[frag_A] 150m um Autobahn/Schnellstrasse, tunnelfrei.
layer:settlement_buffer	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/settlement_buffer.tif	settlement_buffer	[frag_A] province_buffer_cell_mask(official_settlement_source, NÖ 1200m sonst 1000m).
layer:settlement_buffer_<variant>	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/settlement_buffer_<variant>.tif	settlement_buffer_<variant>	[frag_A] 5 Varianten (default/800m/1000m/1200m/1500m/2000m) x 4 Baender je Variante (buffer/human/raw/cleaned); NUR bei --settlement-variants (Default: AUS, Clean-Schema).
layer:wka_bestand_ausserhalb_zonen	layer	intermediate	stage4	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/distance_layers/wka_bestand_ausserhalb_zonen.tif	wka_bestand_ausserhalb_zonen	[frag_A] Referenzband: Bestands-WKA (OSM) ausserhalb amtlicher Zonen, zu Park-Huellen verkettet.
make:check-hardlinks	make_target	code	control	code	0	1	0	0		Makefile	check-hardlinks	[frag_F] Ruft tools/check_hardlink_safety.py auf. Keine Abhaengigkeiten, unabhaengig lauffaehig (Kommentar Z.32-34).
make:widmung-v2	make_target	code	control	code	0	5	0	0		Makefile	widmung-v2	[frag_F] Kein eigener Befehl, reine Abhaengigkeitskette (mehrstuendig laut Kommentar Z.29): zoning -> hig -> osm -> tif -> validate.
make:widmung-v2-hig	make_target	code	control	code	1	1	0	0		Makefile	widmung-v2-hig	[frag_F] Ruft scripts/widmung_v2/02_build_hig_sources.py --zoning-dir .../zoning_vectors --out-dir output/abschichtung_widmung_v2 auf.
make:widmung-v2-osm	make_target	code	control	code	2	1	0	0		Makefile	widmung-v2-osm	[frag_F] Ruft scripts/widmung_v2/03_build_osm_layers.py --layer-dir .../distance_layers auf.
make:widmung-v2-tif	make_target	code	control	code	2	2	0	0		Makefile	widmung-v2-tif	[frag_F] Ruft scripts/widmung_v2/04_create_distance_zones.py --layer-dir .../distance_layers --output .../osm_wka_distance_zones_widmung_v2.tif auf.
make:widmung-v2-validate	make_target	code	control	code	1	2	0	0		Makefile	widmung-v2-validate	[frag_F] Ruft scripts/widmung_v2/05_validate.py --tif .../osm_wka_distance_zones_widmung_v2.tif auf.
make:widmung-v2-zoning	make_target	code	control	code	1	1	0	0		Makefile	widmung-v2-zoning	[frag_F] Ruft scripts/widmung_v2/01_build_official_zoning_layers.py --out-dir output/abschichtung_widmung_v2/zoning_vectors auf. Wird von v1 UND v2 geteilt (Makefile-Kommentar Z.12-13).
output	dir	output	container	unknown	1	0	0	1		output/	output/ (Wurzel)	[frag_E] komplett .gitignore't (Zeile '/output/' in .gitignore); kein Commit-Verlauf für Inhalte
output/.DS_Store	file	output	container	unknown	0	0	0	0		output/.DS_Store	.DS_Store	[frag_E] macOS-Finder-Metadatei, kein Pipeline-Artefakt, kein Erzeuger/Konsument im Repo
output/abschichtung	dir	output	container	unknown	0	0	0	0		output/abschichtung/	output/abschichtung/	[frag_E] enthält nur osm_pbf_layers/; erwartete v1-Artefakte (osm_wka_distance_zones.tif, simplified_150w.tif, viewer/) fehlen
output/abschichtung/osm_pbf_layers	dir	intermediate	stage3	derived_in_repo	4	0	2	2		output/abschichtung/osm_pbf_layers/	osm_pbf_layers/ (21 Dateien, gruppiert)	[frag_A] Geteilt zwischen 03 und 04 (und create_osm_wka_distance_zones.py); geclippte .osm.pbf + tag-gefilterte .geojsonseq je Layer. | [frag_E] Read-Through-Cache; Stem-Schema clip_<sha1(pbf,bbox)[:12]> aus PBF_CLIP_SNAP_M/PBF_CLIP_MARGIN_M; geteilt zwischen Skript 03 und 04
output/abschichtung/osm_wka_distance_zones.tif	file	intermediate	legacy_v1	derived_elsewhere	1	0	0	1	external_input	output/abschichtung/osm_wka_distance_zones.tif	Abschichtung v1 Distance-Zones GeoTIFF	[frag_B] Erzeugendes Skript nicht Teil dieses Inventars (kein scripts/preprocessing-, scripts/noe-, scripts/analysis- oder scripts/webmap-Skript schreibt hierhin; evtl. ältere/entfernte v1-Pipeline).
output/abschichtung/simplified_150w.tif	file	intermediate	legacy_v1	derived_elsewhere	1	0	0	1	external_input	output/abschichtung/simplified_150w.tif	Abschichtung v1 vereinfachte Version (150 W/m²)	[frag_B] Optionaler Input; nur genutzt, wenn die Datei existiert (build_layer_viewer.py:298). Erzeugendes Skript nicht Teil dieses Inventars.
output/abschichtung/viewer/index.html	file	output	downstream	derived_in_repo	1	0	1	0	dead_end,unused	output/abschichtung/viewer/index.html	Layer-Viewer index.html	[frag_B] Endartefakt (Leaflet-Viewer).
output/abschichtung/viewer/layers/{band}_{name}.png	file	output	downstream	derived_in_repo	1	0	1	0	dead_end,unused	output/abschichtung/viewer/layers/{band}_{name}.png	Layer-Viewer Band-PNGs (Muster, Hauptgruppe)	[frag_B] Ein PNG je Band; Dateiname = f'{band:02d}_{safe_name(name)}.png' (build_layer_viewer.py:122-123), Bandanzahl/-namen kommen aus dem Quell-GeoTIFF.
output/abschichtung/viewer/manifest.json	file	output	downstream	derived_in_repo	1	0	1	0	dead_end,unused	output/abschichtung/viewer/manifest.json	Layer-Viewer Manifest-JSON	[frag_B] Endartefakt.
output/abschichtung/viewer/simplified_layers/{band}_{name}.png	file	output	downstream	derived_in_repo	1	0	1	0	dead_end,unused	output/abschichtung/viewer/simplified_layers/{band}_{name}.png	Layer-Viewer Band-PNGs (Muster, vereinfachte Gruppe)	[frag_B] Nur geschrieben, wenn output/abschichtung/simplified_150w.tif existiert und --no-simplified nicht gesetzt ist.
output/abschichtung_widmung_v2	dir	output	container	unknown	0	0	0	0		output/abschichtung_widmung_v2/	output/abschichtung_widmung_v2/ (v2-Referenzkette)	[frag_E] dashboard_data.json und viewer/ (Default-Ziele von Downstream-Skripten) existieren NICHT hier -> nie erfolgreich gegen diesen Baum gelaufen
output/abschichtung_widmung_v2/dashboard_data.json	file	output	downstream	derived_in_repo	1	0	1	0	dead_end,unused	output/abschichtung_widmung_v2/dashboard_data.json	Widmung v2 Dashboard-Daten-JSON	[frag_B] Endartefakt fürs Dashboard.
